,carat,cut,color,clarity,depth,table,price,x,y,z,log_price,volume
78,0.26,4,0,7,62.8,60.0,554,4.01,4.05,2.53,6.317164686747284,41.08846499999999
79,0.26,4,1,6,62.6,59.0,554,4.06,4.09,2.55,6.317164686747284,42.34377
80,0.26,4,1,6,63.4,59.0,554,4.0,4.04,2.55,6.317164686747284,41.208
81,0.26,4,0,6,62.1,60.0,554,4.03,4.12,2.53,6.317164686747284,42.007108
82,0.26,2,1,7,62.9,58.0,554,4.02,4.06,2.54,6.317164686747284,41.455848
83,0.38,2,5,3,61.6,56.0,554,4.65,4.67,2.87,6.317164686747284,62.32348500000001
84,0.26,1,1,6,57.9,60.0,554,4.22,4.25,2.45,6.317164686747284,43.94075
85,0.24,3,3,6,62.3,59.0,554,3.95,3.92,2.45,6.317164686747284,37.9358
86,0.24,3,4,6,61.2,58.0,554,4.01,3.96,2.44,6.317164686747284,38.746224
87,0.24,3,4,6,60.8,59.0,554,4.02,4.0,2.44,6.317164686747284,39.23519999999999
88,0.24,3,4,7,60.7,58.0,554,4.07,4.04,2.46,6.317164686747284,40.449288
89,0.32,3,5,2,62.9,58.0,554,4.35,4.33,2.73,6.317164686747284,51.420915
90,0.7,2,1,2,62.5,57.0,2757,5.7,5.72,3.57,7.921898411023797,116.39628
91,0.86,0,1,3,55.1,69.0,2757,6.45,6.33,3.52,7.921898411023797,143.71632
92,0.7,2,3,5,61.6,56.0,2757,5.7,5.67,3.5,7.921898411023797,113.1165
93,0.71,4,1,5,62.4,57.0,2759,5.68,5.73,3.56,7.922623574217286,115.865184
94,0.78,4,3,3,63.8,56.0,2759,5.81,5.85,3.72,7.922623574217286,126.43721999999998
95,0.7,1,1,5,57.5,58.0,2759,5.85,5.9,3.38,7.922623574217286,116.6607
96,0.7,1,2,4,59.4,62.0,2759,5.71,5.76,3.4,7.922623574217286,111.82464
97,0.96,0,2,3,66.3,62.0,2759,6.27,5.95,4.07,7.922623574217286,151.837455
98,0.73,4,1,2,61.6,59.0,2760,5.77,5.78,3.56,7.9229859587111955,118.728136
99,0.8,3,4,2,61.5,58.0,2760,5.97,5.93,3.66,7.9229859587111955,129.571686
100,0.75,4,0,2,63.2,56.0,2760,5.8,5.75,3.65,7.9229859587111955,121.7275
101,0.75,3,1,2,59.9,54.0,2760,6.0,5.96,3.58,7.9229859587111955,128.0208
102,0.74,2,3,2,61.6,55.0,2760,5.8,5.85,3.59,7.9229859587111955,121.8087
103,0.75,3,3,5,61.7,58.0,2760,5.85,5.79,3.59,7.9229859587111955,121.598685
104,0.8,2,5,4,62.9,56.0,2760,5.94,5.87,3.72,7.9229859587111955,129.70821600000002
105,0.75,2,3,2,62.2,55.0,2760,5.87,5.8,3.63,7.9229859587111955,123.58698
106,0.8,3,3,2,63.0,59.0,2760,5.9,5.81,3.69,7.9229859587111955,126.48950999999998
107,0.74,2,5,7,62.3,55.0,2761,5.77,5.81,3.61,7.923348211930154,121.02055699999998
108,0.81,2,2,3,58.8,57.0,2761,6.14,6.11,3.6,7.923348211930154,135.05544
109,0.59,2,1,7,62.0,55.0,2761,5.38,5.43,3.35,7.923348211930154,97.86489
110,0.8,2,2,3,61.4,57.0,2761,5.96,6.0,3.67,7.923348211930154,131.23919999999998
111,0.74,2,1,3,62.2,56.0,2761,5.8,5.84,3.62,7.923348211930154,122.61664
112,0.9,3,5,5,63.0,58.0,2761,6.16,6.12,3.87,7.923348211930154,145.89590400000003
113,0.74,4,3,2,62.2,59.0,2762,5.73,5.82,3.59,7.923710333969238,119.721474
114,0.73,2,2,5,62.6,56.0,2762,5.77,5.74,3.6,7.923710333969238,119.23128
115,0.73,2,2,5,62.7,53.0,2762,5.8,5.75,3.62,7.923710333969238,120.727
116,0.8,3,2,3,61.7,58.0,2762,5.98,5.94,3.68,7.923710333969238,130.71801600000003
117,0.71,2,3,5,62.4,54.0,2762,5.72,5.76,3.58,7.923710333969238,117.95097599999998
118,0.7,2,1,5,60.7,58.0,2762,5.73,5.76,3.49,7.923710333969238,115.186752
119,0.8,2,2,3,59.9,59.0,2762,6.01,6.07,3.62,7.923710333969238,132.060134
120,0.71,2,0,3,62.3,56.0,2762,5.73,5.69,3.56,7.923710333969238,116.069172
121,0.74,2,1,2,62.3,54.0,2762,5.8,5.83,3.62,7.923710333969238,122.40668
122,0.7,4,2,5,61.7,63.0,2762,5.64,5.61,3.47,7.923710333969238,109.792188
123,0.7,0,2,5,64.5,57.0,2762,5.57,5.53,3.58,7.923710333969238,110.271518
124,0.7,0,2,5,65.3,55.0,2762,5.63,5.58,3.66,7.923710333969238,114.980364
125,0.7,3,2,5,61.6,60.0,2762,5.65,5.59,3.46,7.923710333969238,109.27891
126,0.91,3,4,2,61.4,56.0,2763,6.09,5.97,3.7,7.924072324923417,134.52201
127,0.61,4,0,7,59.6,57.0,2763,5.56,5.58,3.32,7.924072324923417,103.002336
128,0.91,0,4,3,64.4,57.0,2763,6.11,6.09,3.93,7.924072324923417,146.234907
129,0.91,0,4,3,65.7,60.0,2763,6.03,5.99,3.95,7.924072324923417,142.672815
130,0.77,2,4,5,62.0,56.0,2763,5.89,5.86,3.64,7.924072324923417,125.636056
131,0.71,4,0,2,63.6,58.0,2764,5.64,5.68,3.6,7.92443418488756,115.32672
132,0.71,2,0,2,61.9,59.0,2764,5.69,5.72,3.53,7.92443418488756,114.89020399999998
133,0.7,4,1,5,62.6,60.0,2765,5.62,5.65,3.53,7.9247959139564355,112.08809
134,0.77,4,4,4,61.3,60.0,2765,5.88,5.9,3.61,7.9247959139564355,125.23812
135,0.63,3,1,6,60.9,60.0,2765,5.52,5.55,3.37,7.9247959139564355,103.24331999999998
136,0.71,4,2,4,60.1,62.0,2765,5.74,5.77,3.46,7.9247959139564355,114.594508
137,0.71,3,2,4,61.8,59.0,2765,5.69,5.73,3.53,7.9247959139564355,115.091061
138,0.76,2,4,2,61.2,57.0,2765,5.88,5.91,3.61,7.9247959139564355,125.450388
139,0.64,2,3,6,61.9,56.0,2766,5.53,5.56,3.43,7.925157512224703,105.461524
140,0.71,3,3,5,60.9,57.0,2766,5.78,5.75,3.51,7.925157512224703,116.65485
141,0.71,3,3,5,59.8,56.0,2766,5.89,5.81,3.5,7.925157512224703,119.77314999999996
142,0.7,4,0,5,61.8,55.0,2767,5.68,5.72,3.52,7.925518979786926,114.363392
143,0.7,4,2,4,60.0,57.0,2767,5.8,5.87,3.5,7.925518979786926,119.161
144,0.71,2,0,3,61.6,55.0,2767,5.74,5.76,3.54,7.925518979786926,117.040896
145,0.7,1,4,7,62.1,64.0,2767,5.62,5.65,3.5,7.925518979786926,111.1355
146,0.71,4,3,4,63.3,59.0,2768,5.52,5.61,3.52,7.92588031673756,109.004544
147,0.73,4,0,2,60.2,56.0,2768,5.83,5.87,3.52,7.92588031673756,120.461792
148,0.7,4,0,2,61.1,58.0,2768,5.66,5.73,3.48,7.92588031673756,112.862664
149,0.7,2,1,2,60.9,57.0,2768,5.73,5.76,3.5,7.92588031673756,115.51680000000002
150,0.71,3,0,3,61.7,59.0,2768,5.71,5.67,3.51,7.92588031673756,113.638707
151,0.74,2,5,2,61.3,56.0,2769,5.82,5.86,3.57,7.926241523170962,121.755564
152,0.71,3,0,5,62.5,60.0,2770,5.65,5.61,3.52,7.926602599181384,111.57168
153,0.73,3,3,5,61.4,59.0,2770,5.83,5.76,3.56,7.926602599181384,119.547648
154,0.76,4,2,2,62.9,57.0,2770,5.79,5.81,3.65,7.926602599181384,122.78563499999998
155,0.76,2,0,3,62.4,57.0,2770,5.78,5.83,3.62,7.926602599181384,121.98458800000002
156,0.71,2,2,2,60.7,56.0,2770,5.77,5.8,3.51,7.926602599181384,117.46565999999996
157,0.73,3,3,5,60.7,58.0,2770,5.87,5.82,3.55,7.926602599181384,121.28007
158,0.73,3,3,4,61.5,58.0,2770,5.79,5.75,3.55,7.926602599181384,118.18837499999998
159,0.73,2,0,3,59.9,57.0,2770,5.92,5.89,3.54,7.926602599181384,123.435552
160,0.73,3,3,5,59.2,59.0,2770,5.92,5.87,3.49,7.926602599181384,121.278896
161,0.72,4,4,7,60.3,56.0,2771,5.81,5.83,3.51,7.926963544862978,118.89177299999996
162,0.73,4,2,2,61.7,60.0,2771,5.79,5.82,3.58,7.926963544862978,120.638124
163,0.71,2,3,5,61.9,57.0,2771,5.73,5.77,3.56,7.926963544862978,117.701076
164,0.79,2,2,3,61.9,55.0,2771,5.97,5.92,3.68,7.926963544862978,130.060032
165,0.73,4,4,6,60.4,59.0,2772,5.83,5.89,3.54,7.927324360309794,121.558998
166,0.8,4,2,3,61.0,57.0,2772,6.01,6.03,3.67,7.927324360309794,133.00190099999998
167,0.58,2,3,6,61.5,55.0,2772,5.39,5.44,3.33,7.927324360309794,97.640928
168,0.58,2,2,6,61.7,56.0,2772,5.33,5.37,3.3,7.927324360309794,94.45293
169,0.71,1,1,5,59.2,61.0,2772,5.8,5.88,3.46,7.927324360309794,117.99984
170,0.75,2,0,3,61.3,56.0,2773,5.85,5.89,3.6,7.927685045615778,124.0434
171,0.7,3,0,5,58.0,62.0,2773,5.87,5.78,3.38,7.927685045615778,114.678668
172,1.17,4,6,0,60.2,61.0,2774,6.83,6.9,4.13,7.928045600874777,194.63451
173,0.6,2,1,4,61.7,55.0,2774,5.41,5.44,3.35,7.928045600874777,98.59184
174,0.7,2,1,2,62.7,55.0,2774,5.68,5.74,3.58,7.928045600874777,116.719456
175,0.83,1,5,5,64.6,54.0,2774,5.85,5.88,3.79,7.928045600874777,130.36842
176,0.74,4,2,5,61.3,61.0,2775,5.8,5.84,3.57,7.928406026180535,120.92304
177,0.72,4,3,5,63.7,56.4,2776,5.62,5.69,3.61,7.928766321626695,115.439858
178,0.71,3,1,5,62.7,58.0,2776,5.74,5.68,3.58,7.928766321626695,116.719456
179,0.71,2,1,5,62.2,57.0,2776,5.79,5.62,3.55,7.928766321626695,115.51629
180,0.54,2,1,7,61.6,56.0,2776,5.25,5.27,3.24,7.928766321626695,89.64269999999999
181,0.54,2,1,7,61.5,57.0,2776,5.24,5.26,3.23,7.928766321626695,89.026552
182,0.72,2,3,2,61.8,56.0,2776,5.72,5.75,3.55,7.928766321626695,116.7595
183,0.72,2,3,2,60.7,56.0,2776,5.79,5.82,3.53,7.928766321626695,118.953234
184,0.72,1,3,5,59.7,60.5,2776,5.8,5.84,3.47,7.928766321626695,117.53584
185,0.71,2,3,2,60.5,56.0,2776,5.8,5.76,3.5,7.928766321626695,116.928
186,0.7,4,0,4,62.7,58.0,2777,5.66,5.73,3.57,7.929126487306799,115.781526
187,0.71,3,2,5,62.1,58.0,2777,5.67,5.7,3.53,7.929126487306799,114.08607
188,0.71,4,2,5,62.8,57.0,2777,5.64,5.69,3.56,7.929126487306799,114.246096
189,0.71,1,2,5,63.8,58.0,2777,5.61,5.64,3.59,7.929126487306799,113.589036
190,0.71,1,2,5,57.8,60.0,2777,5.87,5.9,3.4,7.929126487306799,117.7522
191,0.7,2,1,5,62.1,55.0,2777,5.7,5.67,3.53,7.929126487306799,114.08607
192,0.7,3,1,5,61.1,60.0,2777,5.71,5.64,3.47,7.929126487306799,111.749268
193,0.7,3,1,2,60.0,59.0,2777,5.79,5.75,3.46,7.929126487306799,115.19205
194,0.7,3,1,2,61.2,57.0,2777,5.73,5.68,3.49,7.929126487306799,113.586936
195,0.7,3,1,2,62.7,59.0,2777,5.67,5.63,3.54,7.929126487306799,113.004234
196,0.7,3,1,2,61.0,57.0,2777,5.73,5.68,3.48,7.929126487306799,113.261472
197,0.7,3,1,2,61.0,58.0,2777,5.78,5.72,3.51,7.929126487306799,116.046216
198,0.7,2,1,2,61.4,57.0,2777,5.76,5.7,3.52,7.929126487306799,115.56864
199,0.72,3,2,2,61.8,61.0,2777,5.82,5.71,3.56,7.929126487306799,118.306632
200,0.7,4,1,2,59.9,63.0,2777,5.76,5.7,3.43,7.929126487306799,112.61376
201,0.7,3,1,2,61.3,58.0,2777,5.71,5.68,3.49,7.929126487306799,113.190472
202,0.7,3,1,2,60.5,58.0,2777,5.77,5.74,3.48,7.929126487306799,115.256904
203,0.7,1,1,5,64.1,59.0,2777,5.64,5.59,3.6,7.929126487306799,113.49935999999998
204,0.98,0,4,3,67.9,60.0,2777,6.05,5.97,4.08,7.929126487306799,147.36347999999998
205,0.78,3,2,2,62.4,58.0,2777,5.83,5.8,3.63,7.929126487306799,122.74482
206,0.7,4,1,2,63.2,60.0,2777,5.6,5.51,3.51,7.929126487306799,108.30455999999998
207,0.52,2,2,6,61.3,55.0,2778,5.19,5.22,3.19,7.9294865233142895,86.422842
208,0.73,4,4,5,60.8,56.0,2779,5.82,5.84,3.55,7.929846429742503,120.66024
209,0.74,2,1,2,61.7,56.0,2779,5.84,5.8,3.59,7.929846429742503,121.60048
210,0.7,4,2,5,63.6,57.0,2780,5.61,5.65,3.58,7.930206206684683,113.47347000000002
211,0.77,3,3,5,61.2,58.0,2780,5.9,5.93,3.62,7.930206206684683,126.65294000000002
212,0.71,2,2,5,62.1,54.0,2780,5.68,5.72,3.54,7.930206206684683,115.01318399999998
213,0.74,2,3,4,61.5,55.0,2780,5.81,5.86,3.59,7.930206206684683,122.227294
214,0.7,2,3,4,61.4,59.0,2780,5.64,5.73,3.49,7.930206206684683,112.787028
215,1.01,3,2,0,61.8,60.0,2781,6.39,6.36,3.94,7.930565854233965,160.123176
216,0.77,2,4,2,62.2,56.0,2781,5.83,5.88,3.64,7.930565854233965,124.780656
217,0.78,2,4,2,61.2,56.0,2781,5.92,5.99,3.64,7.930565854233965,129.077312
218,0.72,4,4,4,60.6,63.0,2782,5.83,5.76,3.51,7.930925372483388,117.86860799999998
219,0.53,4,0,7,57.5,64.0,2782,5.34,5.37,3.08,7.930925372483388,88.32146399999999
220,0.76,2,3,5,61.3,56.0,2782,5.9,5.94,3.63,7.930925372483388,127.21698000000002
221,0.7,1,1,4,57.2,62.0,2782,5.81,5.77,3.31,7.930925372483388,110.963447
222,0.7,3,1,4,62.9,60.0,2782,5.62,5.54,3.51,7.930925372483388,109.283148
223,0.75,4,0,3,63.1,58.0,2782,5.78,5.73,3.63,7.930925372483388,120.223422
224,0.72,2,0,2,60.8,57.0,2782,5.76,5.75,3.5,7.930925372483388,115.92
225,0.72,3,0,2,62.7,59.0,2782,5.73,5.69,3.58,7.930925372483388,116.721246
226,0.7,3,0,2,62.8,60.0,2782,5.68,5.66,3.56,7.930925372483388,114.449728
227,0.84,0,3,2,55.1,67.0,2782,6.39,6.2,3.47,7.930925372483388,137.47446000000002
228,0.75,3,2,2,61.4,59.0,2782,5.88,5.85,3.6,7.930925372483388,123.8328
229,0.52,2,2,1,62.2,55.0,2783,5.14,5.18,3.21,7.931284761525891,85.46689199999999
230,0.72,4,2,5,63.0,54.0,2784,5.69,5.73,3.6,7.931644021454311,117.37332000000002
231,0.79,4,4,4,63.7,56.0,2784,5.85,5.92,3.75,7.931644021454311,129.87
232,0.72,4,2,5,63.6,58.0,2787,5.66,5.69,3.61,7.932721027481948,116.261494
233,0.51,2,2,6,62.0,57.0,2787,5.11,5.15,3.18,7.932721027481948,83.68647000000001
234,0.64,2,0,4,61.5,56.0,2787,5.54,5.55,3.41,7.932721027481948,104.84727
235,0.7,4,4,6,60.5,60.0,2788,5.74,5.77,3.48,7.933079771880415,115.256904
236,0.83,4,5,4,61.1,60.0,2788,6.07,6.1,3.72,7.933079771880415,137.74044
237,0.76,2,5,7,61.8,56.0,2788,5.85,5.87,3.62,7.933079771880415,124.30899
238,0.71,1,0,5,63.3,56.0,2788,5.64,5.68,3.58,7.933079771880415,114.686016
239,0.77,1,3,4,59.4,64.0,2788,5.97,5.92,3.53,7.933079771880415,124.758672
240,0.71,2,2,2,62.5,55.0,2788,5.71,5.65,3.55,7.933079771880415,114.528325
241,1.01,0,1,0,64.5,58.0,2788,6.29,6.21,4.03,7.933079771880415,157.415427
242,1.01,3,4,3,62.7,59.0,2788,6.31,6.22,3.93,7.933079771880415,154.245426
243,0.77,1,2,2,64.2,52.0,2789,5.81,5.77,3.72,7.933438387627489,124.708164
244,0.76,1,1,2,63.7,54.0,2789,5.76,5.85,3.7,7.933438387627489,124.6752
245,0.76,3,1,2,60.4,58.0,2789,5.92,5.94,3.58,7.933438387627489,125.889984
246,0.76,3,1,2,61.8,58.0,2789,5.82,5.86,3.61,7.933438387627489,123.119772
247,1.05,4,6,3,63.2,56.0,2789,6.49,6.45,4.09,7.933438387627489,171.209445
248,0.81,2,3,3,61.6,56.0,2789,5.97,6.01,3.69,7.933438387627489,132.396093
249,0.7,2,1,2,61.6,56.0,2789,5.72,5.75,3.53,7.933438387627489,116.1017
250,0.55,2,3,1,60.9,57.0,2789,5.28,5.3,3.22,7.933438387627489,90.10848
251,0.81,1,3,3,61.0,61.0,2789,5.94,5.99,3.64,7.933438387627489,129.51338400000003
252,0.63,3,1,7,62.1,57.0,2789,5.48,5.41,3.38,7.933438387627489,100.206184
253,0.63,3,1,6,60.9,60.0,2789,5.55,5.52,3.37,7.933438387627489,103.24331999999998
254,0.77,3,4,4,61.3,60.0,2789,5.9,5.88,3.61,7.933438387627489,125.23812
255,1.05,0,6,3,65.8,59.0,2789,6.41,6.27,4.18,7.933438387627489,167.99712599999998
256,0.64,2,3,1,61.3,56.0,2790,5.54,5.58,3.41,7.933796874815411,105.414012
257,0.76,3,5,6,58.8,59.0,2790,6.0,5.94,3.51,7.933796874815411,125.0964
258,0.83,2,2,3,62.3,55.0,2790,6.02,6.05,3.76,7.933796874815411,136.94296
259,0.71,3,2,4,60.1,62.0,2790,5.77,5.74,3.46,7.933796874815411,114.594508
260,0.71,3,2,4,61.8,59.0,2790,5.73,5.69,3.53,7.933796874815411,115.091061
261,0.87,4,5,2,63.6,55.8,2791,6.07,6.1,3.87,7.934155233536322,143.29449
262,0.73,2,1,2,62.2,56.0,2791,5.74,5.78,3.58,7.934155233536322,118.774376
263,0.71,3,1,2,59.2,59.0,2792,5.83,5.86,3.46,7.934513463882263,118.206748
264,0.71,3,1,2,61.8,59.0,2792,5.7,5.75,3.54,7.934513463882263,116.0235
265,0.71,2,1,2,61.3,55.0,2792,5.72,5.77,3.52,7.934513463882263,116.175488
266,0.7,3,2,4,62.1,60.0,2792,5.71,5.65,3.53,7.934513463882263,113.883095
267,0.7,3,2,4,60.7,60.0,2792,5.78,5.75,3.5,7.934513463882263,116.3225
268,0.76,3,4,7,59.6,57.0,2792,5.91,5.86,3.51,7.934513463882263,121.560426
269,0.7,2,2,4,62.2,56.0,2792,5.73,5.68,3.55,7.934513463882263,115.53972
270,0.79,4,3,2,60.6,57.0,2793,5.98,6.06,3.65,7.934871565945177,132.27161999999998
271,0.7,4,1,5,62.9,57.0,2793,5.66,5.69,3.57,7.934871565945177,114.973278
272,0.7,1,1,5,64.1,55.0,2793,5.6,5.66,3.61,7.934871565945177,114.42256
273,0.76,2,5,5,61.3,56.0,2793,5.87,5.91,3.61,7.934871565945177,125.23703700000002
274,0.73,2,4,5,62.7,55.0,2793,5.72,5.76,3.6,7.934871565945177,118.60992
275,0.79,4,1,2,63.2,56.0,2794,5.91,5.86,3.72,7.935229539816907,128.83327200000002
276,0.71,4,1,5,60.7,56.0,2795,5.81,5.82,3.53,7.9355873855892,119.364126
277,0.81,3,5,7,61.9,60.0,2795,5.91,5.86,3.64,7.9355873855892,126.062664
278,0.81,2,2,3,62.6,55.0,2795,5.92,5.96,3.72,7.9355873855892,131.25350400000002
279,0.72,1,2,4,60.7,60.0,2795,5.74,5.72,3.48,7.9355873855892,114.258144
280,0.72,3,0,3,62.0,60.0,2795,5.73,5.69,3.54,7.9355873855892,115.417098
281,0.72,3,5,1,63.0,57.0,2795,5.72,5.7,3.6,7.9355873855892,117.3744
282,0.81,3,4,5,58.0,59.0,2795,6.17,6.13,3.57,7.9355873855892,135.02489699999998
283,0.72,3,3,5,62.9,57.0,2795,5.73,5.65,3.58,7.9355873855892,115.90071000000002
284,1.0,3,5,3,58.2,60.0,2795,6.61,6.55,3.83,7.9355873855892,165.82176500000003
285,0.73,1,1,2,63.2,58.0,2796,5.7,5.76,3.62,7.935945103353701,118.85184
286,0.81,4,4,3,61.3,59.0,2797,5.94,6.01,3.66,7.936302693201959,130.659804
